signal_date,trade_date,action,sector,from_sector,to_sector,rs20,score,reason,target_weight,nav_at_open,cycle_return,losing_cycle_streak
2025-03-21,2025-03-24,SELL,工程机械,工程机械,,,,DOUBLE_MA20_BREAK,0.0,1850458.3044321567,-0.029206563792098628,2.0
2025-04-21,2025-04-22,BUY,黄金概念,,黄金概念,1.2324704675808105,1.2324704675808105,ENTRY_TOP1,1.0,1850458.3044321567,,
2025-05-09,2025-05-12,SWITCH,CPO,黄金概念,CPO,1.3500569322330351,1.3500569322330351,STRONGER_RS20_MARGIN_2%,1.0,1656283.488658594,,
2025-07-07,2025-07-08,SWITCH,PCB,CPO,PCB,1.268079152508495,1.268079152508495,STRONGER_RS20_MARGIN_2%,1.0,2112790.565609791,,
2025-07-15,2025-07-16,SELL,PCB,PCB,,,,SECTOR_DAILY_GAIN_OVER_10%_PAUSE,0.0,2437546.4345276337,0.31726633812245475,0.0
2025-07-16,2025-07-17,BUY,CPO,,CPO,1.3587754199823165,1.3587754199823165,ENTRY_TOP1,1.0,2437546.4345276337,,
2025-07-25,2025-07-28,SWITCH,稀土永磁,CPO,稀土永磁,1.4412467296098284,1.4412467296098284,STRONGER_RS20_MARGIN_2%,1.0,2513589.6663927045,,
2025-08-01,2025-08-04,SWITCH,CPO,稀土永磁,CPO,1.4255025380710662,1.4255025380710662,STRONGER_RS20_MARGIN_2%,1.0,2343403.5032311785,,
2025-08-11,2025-08-12,SWITCH,液冷,CPO,液冷,1.4406709176601054,1.4406709176601054,STRONGER_RS20_MARGIN_2%,1.0,2419975.508128168,,
2025-08-18,2025-08-19,SELL,液冷,液冷,,,,SECTOR_DAILY_GAIN_OVER_10%_PAUSE,0.0,3172577.9465357317,0.30154564507836246,0.0
2025-08-19,2025-08-20,BUY,液冷,,液冷,1.9001311565940704,1.9001311565940704,ENTRY_TOP1,1.0,3172577.9465357317,,
2025-09-01,2025-09-02,SWITCH,CPO,液冷,CPO,2.039647676376943,2.039647676376943,STRONGER_RS20_MARGIN_2%,1.0,3477346.341328594,,
2025-09-05,2025-09-08,SELL,CPO,CPO,,,,SECTOR_DAILY_GAIN_OVER_10%_PAUSE,0.0,3070739.4452823126,-0.03209960573691206,1.0
2025-09-08,2025-09-09,BUY,CPO,,CPO,1.6485210448308287,1.6485210448308287,ENTRY_TOP1,1.0,3070739.4452823126,,
2025-09-11,2025-09-12,SELL,CPO,CPO,,,,SECTOR_DAILY_GAIN_OVER_10%_PAUSE,0.0,3460269.840799691,0.1268523111317139,0.0
2025-09-12,2025-09-15,BUY,储能,,储能,1.4099258688045164,1.4099258688045164,ENTRY_TOP1,1.0,3460269.840799691,,
2025-10-10,2025-10-13,SWITCH,存储,储能,存储,1.461552570974382,1.461552570974382,STRONGER_RS20_MARGIN_2%,1.0,3414617.0663116053,,
2025-11-05,2025-11-06,SWITCH,电网设备,存储,电网设备,1.2323741231488696,1.2323741231488696,STRONGER_RS20_MARGIN_2%,1.0,4155199.2080089967,,
2025-11-20,2025-11-21,SELL,电网设备,电网设备,,,,DOUBLE_MA20_BREAK,0.0,3814959.790884256,0.10250355215146856,0.0
2025-12-08,2025-12-09,BUY,CPO,,CPO,1.2049977664026834,1.2049977664026834,ENTRY_TOP1,1.0,3814959.790884256,,
2025-12-19,2025-12-22,SWITCH,商业航天,CPO,商业航天,1.485014761578147,1.485014761578147,STRONGER_RS20_MARGIN_2%,1.0,3869288.3232157086,,
2026-01-12,2026-01-13,SELL,商业航天,商业航天,,,,SECTOR_DAILY_GAIN_OVER_10%_PAUSE,0.0,7129717.42701881,0.8688840296705298,0.0
2026-01-13,2026-01-14,BUY,商业航天,,商业航天,2.086098587575501,2.086098587575501,ENTRY_TOP1,1.0,7129717.42701881,,
2026-01-27,2026-01-28,SWITCH,黄金概念,商业航天,黄金概念,1.3878252816792713,1.3878252816792713,STRONGER_RS20_MARGIN_2%,1.0,6050090.761137467,,
2026-02-04,2026-02-05,SELL,黄金概念,黄金概念,,,,DOUBLE_MA20_BREAK,0.0,5275760.059517781,-0.2600323766654852,1.0
2026-02-12,2026-02-13,BUY,光纤概念,,光纤概念,1.3663359590067865,1.3663359590067865,ENTRY_TOP1,1.0,5275760.059517781,,
2026-03-17,2026-03-18,SELL,光纤概念,光纤概念,,,,DOUBLE_MA20_BREAK,0.0,5356973.992718083,0.015393788247398899,0.0
2026-04-08,2026-04-09,BUY,CPO,,CPO,1.1758901255309937,1.1758901255309937,ENTRY_TOP1,1.0,5356973.992718083,,
2026-04-22,2026-04-23,SWITCH,光纤概念,CPO,光纤概念,1.468649287743855,1.468649287743855,STRONGER_RS20_MARGIN_2%,1.0,6938477.362814406,,
2026-04-29,2026-04-30,SWITCH,电子布,光纤概念,电子布,1.4348826014868694,1.4348826014868694,STRONGER_RS20_MARGIN_2%,1.0,6974389.6921118405,,
2026-05-14,2026-05-15,SWITCH,光纤概念,电子布,光纤概念,1.5168712947026204,1.5168712947026204,STRONGER_RS20_MARGIN_2%,1.0,7603956.613481483,,
2026-05-25,2026-05-26,SWITCH,被动元件,光纤概念,被动元件,1.57013069672953,1.57013069672953,STRONGER_RS20_MARGIN_2%,1.0,7435876.871168908,,
2026-06-09,2026-06-10,SELL,被动元件,被动元件,,,,SECTOR_DAILY_GAIN_OVER_10%_PAUSE,0.0,10441918.53504368,0.9492195685918459,0.0
2026-06-15,2026-06-16,BUY,被动元件,,被动元件,1.8944961489088576,1.8944961489088576,ENTRY_TOP1,1.0,10441918.53504368,,
2026-06-30,2026-07-01,SWITCH,存储,被动元件,存储,1.69192111738814,1.69192111738814,STRONGER_RS20_MARGIN_2%,1.0,12935174.17431322,,
2026-07-08,2026-07-09,SELL,存储,存储,,,,MARKET_MA180_AND_SECTOR_MA10_BREAK,0.0,10864009.014545824,0.040422694171151186,0.0
